책제목,저자,Lexile,소장위치,등록번호,대출상태,청구기호
King Arthur,Terry M West,520,[영어]부산영어도서관 500-590L,BGE000072644,대출가능,500~590L 428-29-1-2
A Home in the Swamp,David C Lion,520,[영어]부산영어도서관 500-590L,BGE000001780,대출가능,500~590L 577-1
From Bulb To Daffodil,Ellen Weiss,520,[영어]부산영어도서관 500-590L,BGE000010905,대출가능,500~590L 653-1
Animals of Long Ago,Susan Ring,520,[영어]부산영어도서관 500-590L,BGE000062375,대출불가(관외대출중),500~590L 590-11
The Sheep Who Wouldn't Sleep,Susan Rich Booke,520,[영어]부산영어도서관 500-590L,BGE000079895,대출가능,500~590L 823-315-1
My Body,Andrea Pinnington,520,[영어]부산영어도서관 500-590L,BGE000069521,대출가능,500~590L 833-17-1
It's Beach Day!,Steve Metzger,520,[영어]부산영어도서관 500-590L,BGE000044896,대출가능,500~590L 813-1449-11
Castle On Hester Street,Linda Heller,520,[영어]부산영어도서관 500-590L,BGE000036953,대출가능,500~590L 813-1001
Dinosaur Bob And His Adventures With The Family Lazardo,William Joyce,520,[영어]부산영어도서관 500-590L,BGE000053584,대출가능,500~590L 823-163
Keeping Clean,Rhonda Howie,520,[영어]부산영어도서관 500-590L,BGE000062358,대출가능,500~590L 363-10-3
Chicken Of The Family,Mary Amato,520,[영어]부산영어도서관 500-590L,BGE000034376,대출가능,500~590L 813-850
Mystery At Peacock Hall,Gertrude Chandler Warner,520,[영어]부산영어도서관 500-590L,BGE000067843,대출가능,500~590L 813-916-63
Nothing,Jon Agee,520,[영어]부산영어도서관 500-590L,BGE000032422,대출가능,500~590L 813-713
Danger At Sand Cave,Candice F Ransom,520,[영어]부산영어도서관 500-590L,BGE000059866,대출가능,500~590L 813-2228
Frozen Fire,Tim Bowler,520,[영어]부산영어도서관 500-590L,BGE000033181,대출가능,500~590L 813-703
Vunce Upon A Time,J  Otto Seibold,520,[영어]부산영어도서관 500-590L,BGE000045890,대출가능,500~590L 813-1484
Tudley Didn't Know,John Himmelman,520,[영어]부산영어도서관 500-590L,BGE000034530,대출가능,500~590L 813-865
Gator Gumbo,Candace Fleming,520,[영어]부산영어도서관 500-590L,BGE000022505,대출가능,500~590L 813-457
Minifred Goes To School,Mordicai Gerstein,520,[영어]부산영어도서관 500-590L,BGE000034067,대출가능,500~590L 813-825
Timothy And The Strong Pajamas,Viviane Schwarz,520,[영어]부산영어도서관 500-590L,BGE000015183,대출가능,500~590L 813-251
It's Hard To Dribble With Your Feet,Val Priebe,520,[영어]부산영어도서관 500-590L,BGE000069071,대출가능,500~590L 813-1696-5
Summer Jackson: Grown Up,Teresa E Harris,520,[영어]부산영어도서관 500-590L,BGE000038754,대출가능,500~590L 813-1130
On Guard,Jake Maddox,520,[영어]부산영어도서관 500-590L,BGE000080660,대출불가(관외대출중),500~590L 741-42
Yorkshire Terrier,Charles George,520,[영어]부산영어도서관 500-590L,BGE000043113,대출가능,500~590L 636-18
Ruby's Baby Brother,Kathryn White,520,[영어]부산영어도서관 500-590L,BGE000058355,대출가능,500~590L 823-186
"Trick Or Treat, Smell My Feet",Diane deGroat,520,[영어]부산영어도서관 500-590L,BGE000027655,대출가능,500~590L 813-527
"Lovely, Dark, And Deep",Amy McNamara,520,[영어]부산영어도서관 500-590L,BGE000046464,대출가능,500~590L 813-1501
Wall,Eve Bunting,520,[영어]부산영어도서관 500-590L,BGE000070694,대출가능,500~590L 813-2432
Cool Skateboarding Facts,Sandy Donovan,520,[영어]부산영어도서관 500-590L,BGE000039529,대출가능,500~590L 796-11-4
Harriet Tubman,Violet Findley,520,[영어]부산영어도서관 500-590L,BGE000043114,대출가능,500~590L 920-13
Desert Is Theirs,Byrd Baylor,520,[영어]부산영어도서관 500-590L,BGE000041270,대출가능,500~590L 508-16
Lost!,Helen Orme,520,[영어]부산영어도서관 500-590L,BGE000081643,대출가능,500~590L 813-2614-3
Pig-Boy: A Trickster Tale From Hawai'i,Gerald McDermott,520,[영어]부산영어도서관 500-590L,BGE000027942,대출가능,500~590L 398-28
One For The Murphys,Lynda Mullaly Hunt,520,[영어]부산영어도서관 500-590L,BGE000049594,대출가능,500~590L 813-1664
Dog-Gone Mystery,Gertrude Chandler Warner,520,[영어]부산영어도서관 500-590L,BGE000035550,대출불가(관외대출중),500~590L 813-916-119
Bring Back My Gerbil!,Edith Tarbescu,520,[영어]부산영어도서관 500-590L,BGE000042951,대출가능,500~590L 813-66-4-2
Virgie Goes To School With Us Boys,Elizabeth Fitzgerald Howard,520,[영어]부산영어도서관 500-590L,BGE000022569,대출가능,500~590L 813-501
Star,Jo Ann Simon,520,[영어]부산영어도서관 500-590L,BGE000071896,대출가능,500~590L 813-2469-2
The Cloudspotter,Tom McLaughlin,520,[영어]부산영어도서관 500-590L,BGE000055327,대출가능,500~590L 813-1966
Zen Socks,Jon J Muth,520,[영어]부산영어도서관 500-590L,BGE000052334,대출가능,500~590L 813-1823
Stormy,Elizabeth Mills,520,[영어]부산영어도서관 500-590L,BGE000036365,대출가능,500~590L 813-950
Going Green,Christine Pakkala,520,[영어]부산영어도서관 500-590L,BGE000073123,대출가능,500~590L 509-19-2
Patchwork Quilt,Valerie Flournoy,520,[영어]부산영어도서관 500-590L,BGE000001966,대출가능,500~590L 813-52
I'm Sticking With You,Smriti Halls,520,[영어]부산영어도서관 500-590L,BGE000074035,대출가능,500~590L 813-2533-1
On Thin Ice (Katie Kazoo),Nancy Krulik,520,[영어]부산영어도서관 500-590L,BGE000040773,대출불가(관외대출중),500~590L 813-210-37
Little Red Bird,Nick Bruel,520,[영어]부산영어도서관 500-590L,BGE000036836,대출가능,500~590L 813-1003
Toys In Space,Mini Grey,520,[영어]부산영어도서관 500-590L,BGE000046601,대출가능,500~590L 813-1523
Hyenas (Animals),Kevin J Holmes,520,[영어]부산영어도서관 500-590L,BGE000013967,대출가능,500~590L 599-11
Glaciers,Colleen Sexton,520,[영어]부산영어도서관 500-590L,BGE000059297,대출가능,500~590L 551-29-4
Storm,Donna Jo Napoli,520,[영어]부산영어도서관 500-590L,BGE000066164,대출가능,500~590L 813-2400
Laura Bush (Rookie Biographies),Wil Mara,520,[영어]부산영어도서관 500-590L,BGE000011008,대출불가(관외대출중),500~590L 920-9-B-6
Silver,Norma Fox Mazer,520,[영어]부산영어도서관 500-590L,BGE000071897,대출가능,500~590L 813-2469-3
Second Grade Friends,Miriam Cohen,520,[영어]부산영어도서관 500-590L,BGE000002371,대출가능,500~590L 813-37
King's Taster,Kenneth Oppel,520,[영어]부산영어도서관 500-590L,BGE000032672,대출가능,500~590L 813-674
The Odds,Matt Stanton,520,[영어]부산영어도서관 500-590L,BGE000080669,대출가능,500~590L 813-1623-3
It's Snowing!,Steve Metzger,520,[영어]부산영어도서관 500-590L,BGE000044895,대출가능,500~590L 813-1449-10
Penny,Jane E Gerver,520,[영어]부산영어도서관 500-590L,BGE000069159,대출가능,500~590L 813-2420-3
I Am Rosa Parks,Rosa Parks,520,[영어]부산영어도서관 500-590L,BGE000049687,대출가능,500~590L 920-17-18
Louis Braille,Jayne Woodhouse,520,[영어]부산영어도서관 500-590L,BGE000005110,대출가능,500~590L 686-1
School Rules,Larry Dane Brimner,520,[영어]부산영어도서관 500-590L,BGE000015150,대출가능,500~590L 808-1-C-2
Bedtime For Bear,Bonny Becker,520,[영어]부산영어도서관 500-590L,BGE000053166,대출가능,500~590L 813-1866
The Tiger Rising,Kate DiCamillo,520,[영어]부산영어도서관 500-590L,BGE000054285,대출가능,500~590L 813-588=9
Arthur's Homework,Marc Brown,520,[영어]부산영어도서관 500-590L,BGE000062376,대출가능,500~590L 813-2246-1
A Rainbow Of My Own,Don Freeman,520,[영어]부산영어도서관 500-590L,BGE000057797,대출가능,500~590L 813-2114
Hey! Who Stole The Toilet?,Nancy Krulik,520,[영어]부산영어도서관 500-590L,BGE000047491,대출불가(관외대출중),500~590L 813-1288-8
Now You See Me...Now You Don't,Dan Greenburg,520,[영어]부산영어도서관 500-590L,BGE000054130,대출불가(관외대출중),500~590L 813-61-12=4
The Kissing Hand,Audrey Penn,520,[영어]부산영어도서관 500-590L,BGE000057718,대출가능,500~590L 813-343-1=3
The Haunted Library,Dori Hillestad Butler,520,[영어]부산영어도서관 500-590L,BGE000051749,대출가능,500~590L 823-151-1
Attack Of The Tagger,Wendelin Van Draanen,520,[영어]부산영어도서관 500-590L,BGE000042387,대출가능,500~590L 813-305-2
The Encounter,K  A Applegate,520,[영어]부산영어도서관 500-590L,BGE000040019,대출가능,500~590L 813-252-3
Drat! You Copycat!,Nancy Krulik,520,[영어]부산영어도서관 500-590L,BGE000029622,대출불가(관외대출중),500~590L 813-210-7
The Emperor and the Nightingale,Rosie Dickins,520,[영어]부산영어도서관 500-590L,BGE000074303,대출불가(관외대출중),500~590L 428-31-1-3
From Tadpole To Frog,Wendy Pfeffer,520,[영어]부산영어도서관 500-590L,BGE000001570,대출가능,500~590L 597-1
Trouble Magnet,Nancy Krulik,520,[영어]부산영어도서관 500-590L,BGE000041834,대출불가(관외대출중),500~590L 813-1288-2
Gingerbread Boy,Richard Egielski,520,[영어]부산영어도서관 500-590L,BGE000040481,대출가능,500~590L 398-63
Dolphins,Justin McCory Martin,520,[영어]부산영어도서관 500-590L,BGE000017642,대출가능,500~590L 508-13-19
"Louder, Lili",Gennifer Choldenko,520,[영어]부산영어도서관 500-590L,BGE000032312,대출가능,500~590L 813-720
Mr. George Baker,Amy Hest,520,[영어]부산영어도서관 500-590L,BGE000022626,대출불가(관외대출중),500~590L 813-449
Beach Pug,Kyla May,520,[영어]부산영어도서관 500-590L,BGE000080832,대출가능,-
Ella Takes the Cake,Carmela & Steven D Amico,520,[영어]부산영어도서관 500-590L,BGE000022110,대출가능,500~590L 813-376
Abraham Lincoln,Wil Mara,520,[영어]부산영어도서관 500-590L,BGE000058915,대출가능,500~590L 813-2207-1
Camping Catastrophe!,Abby Klein,520,[영어]부산영어도서관 500-590L,BGE000064892,대출불가(관외대출중),500~590L 813-368-14=4
Emma Kate,Patricia Polacco,520,[영어]부산영어도서관 500-590L,BGE000022865,대출가능,500~590L 813-490
Isla,Arthur Dorros,520,[영어]부산영어도서관 500-590L,BGE000031717,대출가능,500~590L 813-670
The Stinky Cheese Man And Other Fairly Stupid Tales,Jon Scieszka,520,[영어]부산영어도서관 500-590L,BGE000054383,대출가능,500~590L 813-1355=3
Polar Express,Chris Van Allsburg,520,[영어]부산영어도서관 500-590L,BGE000017121,대출가능,500~590L 813-266
Animal Babies,Thomas Flintham,520,[영어]부산영어도서관 500-590L,BGE000017544,대출가능,500~590L 508-13-2
World's Worst Wedgie,Nancy Krulik,520,[영어]부산영어도서관 500-590L,BGE000073483,대출가능,500~590L 813-1288-3=2
Don't Count On Dracula,Dan Greenburg,520,[영어]부산영어도서관 500-590L,BGE000054139,대출불가(관외대출중),500~590L 813-61-21=4
Formula One,David Orme,520,[영어]부산영어도서관 500-590L,BGE000041734,대출가능,500~590L 808-4-3-35
Hello!,Alma Flor Ada,520,[영어]부산영어도서관 500-590L,BGE000003456,대출가능,500~590L 813-63-3-22=2
I Love You So Much,Carl Norac,520,[영어]부산영어도서관 500-590L,BGE000017741,대출가능,500~590L 813-297
Geronimo's Valentine,Geronimo Stilton,520,[영어]부산영어도서관 500-590L,BGE000026913,대출불가(관외대출중),500~590L 813-95-36
Trapped On The D.C. Train!,Ron Roy,520,[영어]부산영어도서관 500-590L,BGE000067486,대출불가(관외대출중),500~590L 813-79-13
The Planets,Jeff Bauer,520,[영어]부산영어도서관 500-590L,BGE000009863,대출가능,500~590L 508-11-2-29
Bad Kitty Christmas,Nick Bruel,520,[영어]부산영어도서관 500-590L,BGE000070165,대출가능,500~590L 813-1224-1=2
Frogs And Toads All Sang,Arnold Lobel,520,[영어]부산영어도서관 500-590L,BGE000035947,대출가능,500~590L 813-938
Red Riding Hood,James Marshall,520,[영어]부산영어도서관 500-590L,BGE000052814,대출가능,500~590L 823-158
What Happens to a Hamburger?,Paul Showers,520,[영어]부산영어도서관 500-590L,BGE000042040,대출가능,500~590L 508-11-2-87
Mystery In The Sand,Gertrude Chandler Warner,520,[영어]부산영어도서관 500-590L,BGE000067187,대출불가(관외대출중),500~590L 813-916-16=2
"Dinosaurs, Dinosaurs",Byron Barton,520,[영어]부산영어도서관 500-590L,BGE000017635,대출가능,500~590L 508-13-18
Ruby The Red Fairy,Daisy Meadows,520,[영어]부산영어도서관 500-590L,BGE000070537,대출가능,500~590L 823-50-1=3
Invisible Stanley,Jeff Brown,520,[영어]부산영어도서관 500-590L,BGE000066461,대출가능,500~590L 813-68-4=2
Froggy Bakes A Cake,Jonathan London,520,[영어]부산영어도서관 500-590L,BGE000081198,대출불가(관외대출중),500~590L 813-1428-1=2
Dinosaurs,Kathleen Weidner Zoehfeld,520,[영어]부산영어도서관 500-590L,BGE000017635,대출가능,500~590L 508-13-18
Respect,Lucia Raatma,520,[영어]부산영어도서관 500-590L,BGE000030525,대출가능,300~390L 152-3
The Underdogs,Tracey West,510,[영어]부산영어도서관 500-590L,BGE000079332,대출가능,500~590L 813-2441-3
Demeter and Persephone,Trina Robbins,510,[영어]부산영어도서관 500-590L,BGE000048789,대출가능,500~590L 398-74-1
A Night in Terror Tower,R L Stine,510,[영어]부산영어도서관 500-590L,BGE000030739,대출가능,500~590L 813-641-27
Red Pizzas for a Blue Count,Geronimo Stilton,520,[영어]부산영어도서관 500-590L,BGE000055899,대출가능,500~590L 813-95-7=2
Wind Power,Andy Boyles,510,[영어]부산영어도서관 500-590L,BGE000014182,대출가능,500~590L 333-1-2
UFOs,Elizabeth Noll,510,[영어]부산영어도서관 500-590L,BGE000081197,대출가능,500~590L 813-2054-4=2
Press Start! #12: Super Rabbit Boy World!,Thomas Flintham,520,[영어]부산영어도서관 500-590L,BGE000075703,대출가능,500~590L 813-1911-12
Landslide,Keira Wong,510,[영어]부산영어도서관 500-590L,BGE000059298,대출가능,500~590L 551-29-5
Spoon,Amy Rosenthal,520,[영어]부산영어도서관 500-590L,BGE000062307,대출가능,500~590L 813-2258-1
Press Start! #11: Super Cheat Codes and Secret Modes!,Thomas Flintham,520,[영어]부산영어도서관 500-590L,BGE000075702,대출불가(관외대출중),500~590L 813-1911-11
Baseball’s Best,Phil Kettle,510,[영어]부산영어도서관 500-590L,BGE000010695,대출가능,500~590L 081-1-5-11
The Nightingale,Violet Findley,510,[영어]부산영어도서관 500-590L,BGE000069814,대출가능,500~590L 808-13-27
Good Night!,Ana Galan,510,[영어]부산영어도서관 500-590L,BGE000072083,대출가능,500~590L 823-276
Cookie,Isabelle Duff,510,[영어]부산영어도서관 500-590L,BGE000080803,대출가능,500~590L 823-321
The Battle,Ashling Kwok,510,[영어]부산영어도서관 500-590L,BGE000057722,대출가능,500~590L 741-10-4
Our Earth: Keeping It Clean,Peggy Hock,510,[영어]부산영어도서관 500-590L,BGE000001615,대출가능,500~590L 363-1
Let's Talk Baseball,Janice Behrens,510,[영어]부산영어도서관 500-590L,BGE000049000,대출가능,500~590L 796-22
Let's Talk Tae Kwon Do,Laine Falk,510,[영어]부산영어도서관 500-590L,BGE000049006,대출가능,500~590L 796-21
Treasure Nap,Juanita Havill,510,[영어]부산영어도서관 500-590L,BGE000042668,대출가능,500~590L 813-1338
It's Class Trip Day,Steve Metzger,510,[영어]부산영어도서관 500-590L,BGE000044894,대출가능,500~590L 813-1449-9
It's Time-Out Time!,Steve Metzger,510,[영어]부산영어도서관 500-590L,BGE000044897,대출가능,500~590L 813-1449-12
What Makes The Seasons?,Megan Montague Cash,510,[영어]부산영어도서관 500-590L,BGE000000823,대출가능,500~590L 551-1
Rebel,John Schoenherr,510,[영어]부산영어도서관 500-590L,BGE000029539,대출가능,500~590L 813-606-7=2
Benjamin McFadden And The Robot Babysitter,Timothy Bush,510,[영어]부산영어도서관 500-590L,BGE000053552,대출가능,500~590L 813-1882
Paperboy,Mary Kay Kroeger,510,[영어]부산영어도서관 500-590L,BGE000068902,대출가능,500~590L 741-1=2
Belle,Elizabeth Mills,510,[영어]부산영어도서관 500-590L,BGE000070585,대출가능,500~590L 823-49-1
Lucky,Jane E Gerver,510,[영어]부산영어도서관 500-590L,BGE000055829,대출가능,500~590L 813-2002-1
Kersplatypus,Susan K Mitchell,510,[영어]부산영어도서관 500-590L,BGE000048995,대출가능,500~590L 813-1604
Ellie McDoodle: New Kid In,Ruth McNally Barshaw,510,[영어]부산영어도서관 500-590L,BGE000039840,대출가능,500~590L 813-1171-1
Lost In Las Vegas,Dan Greenburg,510,[영어]부산영어도서관 500-590L,BGE000010698,대출가능,500~590L 813-208-2
Mixed-Up Mask Mystery,Elizabeth Levy,510,[영어]부산영어도서관 500-590L,BGE000026090,대출가능,500~590L 813-456
I Love Saturdays y domingos,Alma Flor Ada,510,[영어]부산영어도서관 500-590L,BGE000026382,대출가능,500~590L 813-483
Substitute Groundhog,Pat Miller,510,[영어]부산영어도서관 500-590L,BGE000049058,대출가능,500~590L 813-1607
April Fool! Watch Out At School!,Diane deGroat,510,[영어]부산영어도서관 500-590L,BGE000033502,대출가능,500~590L 813-853
Mimi's Dada Catifesto,Shelley Jackson,510,[영어]부산영어도서관 500-590L,BGE000032360,대출가능,500~590L 709-1
Subway,Christoph Niemann,510,[영어]부산영어도서관 500-590L,BGE000045983,대출가능,500~590L 388-2
Gentleman Bug,Julian Hector,510,[영어]부산영어도서관 500-590L,BGE000032649,대출가능,500~590L 813-677
String Of Hearts,Laura Malone Elliott,510,[영어]부산영어도서관 500-590L,BGE000043075,대출가능,500~590L 813-1367
Fast Slide,Melanie Jackson,510,[영어]부산영어도서관 500-590L,BGE000043088,대출가능,500~590L 813-1376
Shadow,Jenny Moss,510,[영어]부산영어도서관 500-590L,BGE000052743,대출가능,500~590L 813-1848-1
There's No Crying In Baseball,Anita Yasuda,510,[영어]부산영어도서관 500-590L,BGE000069073,대출가능,500~590L 813-1696-7
George W. Bush,Mary Hill,510,[영어]부산영어도서관 500-590L,BGE000010915,대출가능,500~590L 920-9-B-4
Pale,Chris Wooding,510,[영어]부산영어도서관 500-590L,BGE000022756,대출가능,500~590L 813-400
Maggie,Ann M Martin,510,[영어]부산영어도서관 500-590L,BGE000034042,대출가능,500~590L 813-819
My Freedom Trip,Frances Park,510,[영어]부산영어도서관 500-590L,BGE000037775,대출가능,500~590L 895-2
Shipwreck,Carmel Reilly,510,[영어]부산영어도서관 500-590L,BGE000030992,대출가능,500~590L 910-8
Secret Tree,Natalie Standiford,510,[영어]부산영어도서관 500-590L,BGE000049196,대출가능,500~590L 813-1619
Fight For Life,Laurie Halse Anderson,510,[영어]부산영어도서관 500-590L,BGE000021012,대출가능,500~590L 813-355-1
Like Carrot Juice On A Cupcake,Julie Sternberg,510,[영어]부산영어도서관 500-590L,BGE000047931,대출가능,500~590L 813-1565
Little T And The Dragon's Tooth,Frank Rodgers,510,[영어]부산영어도서관 500-590L,BGE000042694,대출가능,500~590L 813-1331-3
Please Is A Good Word To Say,Barbara Joosse,510,[영어]부산영어도서관 500-590L,BGE000034180,대출가능,500~590L 813-837
Andy and the Lion,James Daugherty,510,[영어]부산영어도서관 500-590L,BGE000014737,대출가능,500~590L 398-11
Pocahontas (Rookie Biographies),Nancy Polette,510,[영어]부산영어도서관 500-590L,BGE000015117,대출가능,500~590L 920-9-B-19
Alphabears,Kathleen Hague,510,[영어]부산영어도서관 500-590L,BGE000021120,대출가능,500~590L 813-359
I Was A Third Grade Spy,Mary Jane Auch,510,[영어]부산영어도서관 500-590L,BGE000003697,대출가능,500~590L 813-72
Apple Orchard Race,Abby Klein,510,[영어]부산영어도서관 500-590L,BGE000049049,대출가능,500~590L 813-368-20
Dream Snow,Eric Carle,510,[영어]부산영어도서관 500-590L,BGE000071430,대출가능,500~590L 813-580-10
Halloween,Joyce K Kessel,510,[영어]부산영어도서관 500-590L,BGE000022030,대출가능,500~590L 791-2-1-2=2
Bob,Tracey Campbell Pearson,510,[영어]부산영어도서관 500-590L,BGE000058596,대출가능,500~590L 813-2044=2
Lemonade For Sale,Stuart J Murphy,510,[영어]부산영어도서관 500-590L,BGE000010121,대출불가(관외대출중),500~590L 510-3-3
Scrambled States Of America,Laurie Keller,510,[영어]부산영어도서관 500-590L,BGE000041884,대출가능,500~590L 973-15
Rooster's Off to See the World,Eric Carle,510,[영어]부산영어도서관 500-590L,BGE000019912,대출가능,500~590L 813-580-1=3
Weekend With Wendell,Kevin Henkes,510,[영어]부산영어도서관 500-590L,BGE000010089,대출가능,500~590L 813-197
It's Fire Drill Day!,Steve Metzger,510,[영어]부산영어도서관 500-590L,BGE000044886,대출가능,500~590L 813-1449-1
Night Lights,Steven Schnur,510,[영어]부산영어도서관 500-590L,BGE000066658,대출가능,500~590L 741-24-2
No Bones About It,Nancy Krulik,510,[영어]부산영어도서관 500-590L,BGE000010367,대출가능,500~590L 813-210-12
Cows to the Rescue,John Himmelman,510,[영어]부산영어도서관 500-590L,BGE000040475,대출가능,500~590L 813-1226
"Martin Luther King, Jr.",Lola M Schaefer,510,[영어]부산영어도서관 500-590L,BGE000051217,대출가능,500~590L 920-17-21
Mountain Top Mystery,Gertrude Chandler Warner,510,[영어]부산영어도서관 500-590L,BGE000067180,대출가능,500~590L 813-916-9=2
The Panda Problem,Deborah Underwood,510,[영어]부산영어도서관 500-590L,BGE000060282,대출가능,500~590L 813-2241
Playhouse,Robert Munsch,510,[영어]부산영어도서관 500-590L,BGE000072160,대출가능,500~590L 823-279
Hurry Up And Slow Down,Layn Marlow,510,[영어]부산영어도서관 500-590L,BGE000022187,대출가능,500~590L 813-402
Snow Day For Mouse,Judy Cox,510,[영어]부산영어도서관 500-590L,BGE000054847,대출가능,500~590L 813-1937
River,Helen Maharan,510,[영어]부산영어도서관 500-590L,BGE000081737,대출가능,500~590L 823-337
Say Something!,Peter Hamilton Reynolds,510,[영어]부산영어도서관 500-590L,BGE000070193,대출가능,500~590L 813-2193
Do You Know About Amphibians?,Buffy Silverman,510,[영어]부산영어도서관 500-590L,BGE000049034,대출가능,500~590L 508-12-7-1
Snow Place Like Home,Christina Soontornvat,510,[영어]부산영어도서관 500-590L,BGE000064476,대출불가(관외대출중),500~590L 813-1794-17
Play Ball!,Jorge Posada,510,[영어]부산영어도서관 500-590L,BGE000032480,대출가능,500~590L 813-678
Amadi's Snowman,Katia Novet Saint-Lot,510,[영어]부산영어도서관 500-590L,BGE000036728,대출가능,500~590L 813-989
Yo-Ho-Ho!,Brian James,510,[영어]부산영어도서관 500-590L,BGE000033391,대출가능,500~590L 813-871-7
Mind Your Manners,Samantha Brooke,510,[영어]부산영어도서관 500-590L,BGE000037514,대출가능,500~590L 395-6
Do Like Kyla,Angela Johnson,510,[영어]부산영어도서관 500-590L,BGE000000133,대출가능,500~590L 813-6
Froggy Eats Out,Jonathan London,510,[영어]부산영어도서관 500-590L,BGE000044920,대출가능,500~590L 813-1428-14
Secret Garden,Deborah Hautzig,510,[영어]부산영어도서관 500-590L,BGE000069198,대출가능,500~590L 808-4-3-24=2
Officer Spence Makes No Sense!,Dan Gutman,510,[영어]부산영어도서관 500-590L,BGE000065221,대출가능,500~590L 813-207-5=3
Balloon For Isabel,Deborah Underwood,510,[영어]부산영어도서관 500-590L,BGE000031814,대출가능,500~590L 813-768
Abuela,Arthur Dorros,510,[영어]부산영어도서관 500-590L,BGE000027877,대출가능,500~590L 813-569
"Judy Moody, Mood Martian",Megan McDonald,510,[영어]부산영어도서관 500-590L,BGE000047975,대출가능,500~590L 813-103-12
This Is The Way We Eat Our Foo,Laine Falk,510,[영어]부산영어도서관 500-590L,BGE000049037,대출가능,500~590L 641-8
"Trick Or Treat, Marley!",John Grogan,510,[영어]부산영어도서관 500-590L,BGE000039614,대출가능,500~590L 813-1154
Duck,Angela Royston,510,[영어]부산영어도서관 500-590L,BGE000051692,대출가능,500~590L 823-148
Sunshine Makes The Seasons,Franklyn M Branley,510,[영어]부산영어도서관 500-590L,BGE000009856,대출가능,500~590L 508-11-2-35
Fancy Nancy,Jane O Connor,510,[영어]부산영어도서관 500-590L,BGE000014370,대출가능,500~590L 813-2250-1-3
I'm Not a Supermouse!,Geronimo Stilton,510,[영어]부산영어도서관 500-590L,BGE000042239,대출가능,500~590L 813-95-43
Let's Talk Soccer,Laine Falk,510,[영어]부산영어도서관 500-590L,BGE000049003,대출가능,500~590L 796-20
The Little Red Hen,Paul Galdone,510,[영어]부산영어도서관 500-590L,BGE000058393,대출가능,500~590L 398-83
Puppy Who Wanted a Boy,Jane Thayer,510,[영어]부산영어도서관 500-590L,BGE000038830,대출가능,500~590L 813-1063
Curious George Makes Pancakes,Margret & H A Rey,510,[영어]부산영어도서관 500-590L,BGE000039633,대출가능,500~590L 813-571-1-34
Greenish Eggs And Dinosaurs,Dan Greenburg,510,[영어]부산영어도서관 500-590L,BGE000054141,대출가능,500~590L 813-61-23=4
Alice the Fairy,David Shannon,510,[영어]부산영어도서관 500-590L,BGE000000019,대출가능,500~590L 813-2
Attack Of The Tighty Whities!,Nancy Krulik,510,[영어]부산영어도서관 500-590L,BGE000047490,대출불가(관외대출중),500~590L 813-1288-7
Sun & Moon,Lisa Desimini,510,[영어]부산영어도서관 500-590L,BGE000080219,대출가능,500~590L 508-20-9
Ms. Beard Is Weird!,Dan Gutman,510,[영어]부산영어도서관 500-590L,BGE000048046,대출가능,500~590L 813-205-5
Boy Who Cried Wolf,Ellen Schecter,510,[영어]부산영어도서관 500-590L,BGE000074310,대출불가(관외대출중),500~590L 428-31-1-10
Arthur's Pet Business,Marc Brown,510,[영어]부산영어도서관 500-590L,BGE000045146,대출불가(관외대출중),500~590L 813-1466-10
Sam and the Tigers,Julius Lester,510,[영어]부산영어도서관 500-590L,BGE000022642,대출가능,500~590L 813-496
Press Start! #5: Super Rabbit Boy Blasts off!,Thomas Flintham,510,[영어]부산영어도서관 500-590L,BGE000064582,대출불가(관외대출중),500~590L 813-1911-5
A Bite in the Night,Julian Gough,510,[영어]부산영어도서관 500-590L,BGE000069323,대출가능,500~590L 823-253-4
Stick Man,Julia Donaldson,510,[영어]부산영어도서관 500-590L,BGE000030577,대출가능,500~590L 813-645
Interrupting Chicken,David Ezra Stein,510,[영어]부산영어도서관 500-590L,BGE000068244,대출가능,500~590L 813-2415-2
Emperor's New Clothes,Ruth Belov Gross,510,[영어]부산영어도서관 500-590L,BGE000074304,대출불가(관외대출중),500~590L 428-31-1-4
Jack and the Snackstalk,Noah Jones,510,[영어]부산영어도서관 500-590L,BGE000051213,대출가능,500~590L 813-1614-4
"Happy Birthday, Geronimo!",Geronimo Stilton,510,[영어]부산영어도서관 500-590L,BGE000062059,대출불가(관외대출중),500~590L 813-95-74
Officer Buckle and Gloria,Peggy Rathmann,510,[영어]부산영어도서관 500-590L,BGE000002287,대출가능,500~590L 813-32
What Do You Do With A Tail,Steve Jenkins,510,[영어]부산영어도서관 500-590L,BGE000068667,대출가능,500~590L 813-1627=2
Jane Goodall,Jo S Kittinger,500,[영어]부산영어도서관 500-590L,BGE000057740,대출가능,500~590L 920-17-22=2
Milk To Ice Cream,Lisa M Herrington,500,[영어]부산영어도서관 500-590L,BGE000058273,대출가능,500~590L 641-9-4
Boom!,Howard Gutner,500,[영어]부산영어도서관 500-590L,BGE000017578,대출가능,500~590L 813-276
The Princess and the Pea,Violet Findley,500,[영어]부산영어도서관 500-590L,BGE000055509,대출가능,500~590L 813-90-1-1
The Call of the Wild,Sean McCollum,500,[영어]부산영어도서관 500-590L,BGE000075503,대출가능,500~590L 428-39-2-13
Is That a Caterpillar?,Scholastic editors,500,[영어]부산영어도서관 500-590L,BGE000056207,대출가능,500~590L 595-20
